ContractID,ContractType,Department,VendorID,ContractValue,PaymentTerms,Payment_Method,TransactionDate,IsFraud
106,Maintenance,Transportation,v2,43462.28,Net 60,Bank Transfer,2023-07-22,true
107,Services,Engineering,v3,34683.31,Net 60,Credit Card,2022-12-18,true
108,Services,Public Works,v2,82986.18,Net 45,PayPal,2023-07-24,true
109,Maintenance,Port,v5,57949.13,Net 60,PayPal,2022-12-14,false
110,Construction,Airport,v5,70171.83,Net 30,Bank Transfer,2023-01-19,false
111,Supply,Airport,v2,87661.68,Net 60,Credit Card,2023-01-11,true
112,Construction,Engineering,v1,54653.69,Net 60,Bank Transfer,2023-03-18,false
113,Maintenance,Bridge and Highway,v2,20827.28,Net 60,Credit Card,2023-08-25,false
114,Maintenance,Engineering,v1,40789.2,Net 45,Credit Card,2022-12-27,true
115,Services,Airport,v4,20794.81,Net 45,PayPal,2023-06-09,true
116,Maintenance,Port,v3,49813.22,Net 60,Credit Card,2023-05-18,false
117,Maintenance,Public Works,v4,76223.8,Net 60,Bank Transfer,2023-05-18,true
118,Maintenance,Bridge and Highway,v4,76490.46,Net 30,Bank Transfer,2023-01-15,false
119,Supply,Airport,v5,31626.47,Net 30,PayPal,2023-09-21,true
120,Maintenance,Public Works,v5,84355.3,Net 60,Bank Transfer,2023-08-13,true
121,Supply,Port,v5,61233.49,Net 60,PayPal,2023-07-17,false
122,Services,Bridge and Highway,v5,36555.65,Net 60,PayPal,2023-08-06,false
123,Construction,Bridge and Highway,v3,27876.3,Net 60,Bank Transfer,2023-05-17,true
124,Construction,Airport,v5,29721.68,Net 60,Bank Transfer,2023-07-27,true
125,Construction,Public Works,v1,87311.3,Net 45,Credit Card,2023-02-25,false
126,Maintenance,Public Works,v3,46413.8,Net 45,Bank Transfer,2023-07-18,true
127,Construction,Port,v4,37953.3,Net 45,Bank Transfer,2023-07-25,true
128,Maintenance,Port,v3,57051.13,Net 60,PayPal,2022-12-29,true
129,Supply,Transportation,v2,52413.4,Net 45,PayPal,2023-05-25,false
130,Services,Bridge and Highway,v5,83337.32,Net 60,Bank Transfer,2023-07-20,false
131,Supply,Transportation,v2,50967.89,Net 60,Credit Card,2023-08-24,false
132,Construction,Engineering,v4,40950.34,Net 45,Credit Card,2023-08-22,true
133,Services,Airport,v3,41951.5,Net 45,Credit Card,2023-10-02,false
134,Services,Public Works,v3,76146.91,Net 45,Credit Card,2023-06-22,true
135,Services,Airport,v3,11510.19,Net 60,Credit Card,2023-04-04,true
136,Supply,Public Works,v3,10451.45,Net 30,PayPal,2023-05-21,true
137,Construction,Bridge and Highway,v5,59381.09,Net 30,PayPal,2023-10-02,false
138,Construction,Public Works,v1,37347.36,Net 30,Credit Card,2023-03-05,true
139,Services,Port,v2,78145.86,Net 45,PayPal,2023-07-17,false
140,Supply,Engineering,v4,93842.37,Net 60,PayPal,2023-01-18,false
141,Maintenance,Airport,v4,15930.65,Net 60,Bank Transfer,2023-04-23,true
142,Construction,Engineering,v1,53327.28,Net 30,Bank Transfer,2023-01-09,false
143,Maintenance,Bridge and Highway,v2,69428.88,Net 60,Bank Transfer,2023-07-14,true
144,Services,Engineering,v5,34165.99,Net 30,Bank Transfer,2023-02-12,false
145,Maintenance,Public Works,v5,89586.66,Net 60,PayPal,2023-03-21,false
146,Supply,Public Works,v3,50761.43,Net 30,Bank Transfer,2022-12-02,true
147,Construction,Airport,v5,24696.24,Net 45,Bank Transfer,2023-03-25,false
148,Supply,Public Works,v1,83706.07,Net 60,Credit Card,2023-06-05,false
149,Supply,Port,v1,16413.42,Net 30,Bank Transfer,2023-07-17,true
150,Maintenance,Port,v4,36600.16,Net 45,Bank Transfer,2023-09-28,false
151,Services,Port,v1,90096.41,Net 30,PayPal,2023-06-06,false
152,Supply,Transportation,v5,13301.07,Net 30,Credit Card,2023-05-01,true
153,Maintenance,Public Works,v5,64300.29,Net 30,PayPal,2023-05-12,true
154,Supply,Port,v1,75337.93,Net 30,PayPal,2023-06-07,false
155,Maintenance,Airport,v5,21661.13,Net 60,Credit Card,2023-09-12,false
156,Supply,Port,v1,91619.83,Net 60,Bank Transfer,2023-04-06,true
157,Services,Public Works,v5,97954.05,Net 45,Credit Card,2023-08-25,true
158,Maintenance,Port,v1,82207.35,Net 45,PayPal,2023-08-26,true
159,Maintenance,Transportation,v2,74507.74,Net 30,Credit Card,2023-01-13,false
160,Maintenance,Transportation,v2,54268.92,Net 30,PayPal,2023-10-08,false
161,Maintenance,Bridge and Highway,v1,70666.59,Net 45,PayPal,2023-05-30,false
162,Construction,Engineering,v4,19612.72,Net 60,Credit Card,2023-07-27,false
163,Services,Public Works,v1,25266.49,Net 60,Credit Card,2022-12-05,true
164,Maintenance,Public Works,v4,66019.94,Net 30,PayPal,2023-06-08,true
165,Supply,Public Works,v5,59430.0,Net 45,PayPal,2023-02-07,true
166,Supply,Airport,v4,42238.07,Net 60,Credit Card,2023-02-07,false
167,Construction,Airport,v3,93553.59,Net 60,PayPal,2023-05-21,false
168,Construction,Transportation,v4,79410.76,Net 45,Bank Transfer,2022-12-09,false
169,Supply,Transportation,v4,24574.34,Net 30,PayPal,2023-08-13,false
170,Supply,Public Works,v1,41058.62,Net 30,Bank Transfer,2023-10-16,true
171,Construction,Engineering,v1,91450.91,Net 30,Bank Transfer,2022-12-24,false
172,Construction,Transportation,v3,36962.94,Net 45,PayPal,2023-01-07,false
173,Supply,Airport,v1,87820.26,Net 30,PayPal,2023-02-07,false
174,Supply,Airport,v2,18502.16,Net 30,PayPal,2023-05-15,false
175,Supply,Transportation,v4,41189.88,Net 60,Bank Transfer,2023-04-08,false
176,Construction,Airport,v3,14717.81,Net 60,PayPal,2023-04-30,true
177,Services,Port,v2,79047.13,Net 30,PayPal,2023-02-06,false
178,Services,Public Works,v4,47465.7,Net 60,Bank Transfer,2023-06-19,true
179,Supply,Bridge and Highway,v5,37724.42,Net 30,PayPal,2023-04-07,true
180,Supply,Port,v1,85012.31,Net 45,PayPal,2023-04-19,false
181,Construction,Public Works,v2,40463.87,Net 30,PayPal,2023-08-26,false
182,Construction,Bridge and Highway,v3,10916.57,Net 60,PayPal,2022-11-26,false
183,Services,Engineering,v4,54047.8,Net 45,Credit Card,2022-12-19,false
184,Services,Bridge and Highway,v2,28346.97,Net 45,PayPal,2023-09-13,false
185,Construction,Engineering,v1,72205.69,Net 45,Bank Transfer,2023-03-28,true
186,Services,Airport,v5,25014.06,Net 45,Credit Card,2023-10-07,false
187,Supply,Transportation,v3,79709.21,Net 30,PayPal,2023-06-09,false
188,Supply,Transportation,v5,11791.31,Net 45,Credit Card,2023-06-22,true
189,Construction,Public Works,v4,17725.39,Net 30,Bank Transfer,2023-07-05,false
190,Supply,Port,v2,99939.16,Net 45,Bank Transfer,2023-01-19,false
191,Supply,Public Works,v2,88912.45,Net 60,PayPal,2022-12-15,false
192,Maintenance,Engineering,v2,61993.12,Net 60,Credit Card,2023-04-09,false
193,Construction,Engineering,v2,34481.62,Net 45,Bank Transfer,2023-05-02,false
194,Services,Port,v3,91562.7,Net 30,PayPal,2023-04-16,true
195,Construction,Engineering,v1,24121.68,Net 30,Credit Card,2023-09-21,false
196,Construction,Airport,v5,19747.05,Net 45,PayPal,2023-09-19,false
197,Services,Port,v4,47245.13,Net 45,Credit Card,2022-11-16,true
198,Services,Engineering,v3,99049.14,Net 60,Credit Card,2023-02-14,false
199,Supply,Port,v5,16515.72,Net 30,Credit Card,2023-10-22,true
200,Maintenance,Bridge and Highway,v4,81678.95,Net 60,PayPal,2022-11-06,true
201,Services,Transportation,v1,22689.66,Net 60,Credit Card,2023-07-04,true
202,Services,Engineering,v3,75896.56,Net 30,Bank Transfer,2023-08-22,true
203,Maintenance,Public Works,v5,73016.85,Net 30,Credit Card,2023-01-05,false
204,Supply,Bridge and Highway,v2,18748.9,Net 30,Bank Transfer,2022-11-08,true
205,Supply,Bridge and Highway,v5,71539.56,Net 30,Credit Card,2023-09-12,false
206,Services,Transportation,v2,97544.82,Net 60,PayPal,2023-05-03,true
207,Construction,Public Works,v3,68578.09,Net 45,PayPal,2022-12-28,true
208,Maintenance,Transportation,v3,17998.43,Net 45,Bank Transfer,2023-08-01,false
209,Maintenance,Public Works,v2,94280.07,Net 60,Credit Card,2023-01-17,false
210,Supply,Airport,v5,76238.09,Net 45,Credit Card,2023-07-28,true
211,Services,Port,v3,45172.08,Net 30,PayPal,2023-04-16,true
212,Supply,Bridge and Highway,v4,85258.92,Net 30,Bank Transfer,2023-09-08,true
213,Services,Transportation,v4,73952.65,Net 45,Credit Card,2023-04-20,false
214,Services,Public Works,v1,26228.36,Net 30,PayPal,2023-05-22,true
215,Maintenance,Airport,v2,91774.7,Net 45,Bank Transfer,2023-07-30,false
216,Services,Bridge and Highway,v2,64316.37,Net 60,Credit Card,2023-03-05,true
217,Services,Public Works,v5,67485.34,Net 60,Bank Transfer,2023-05-28,false
218,Construction,Engineering,v4,55292.83,Net 30,PayPal,2023-02-09,false
219,Maintenance,Port,v4,44846.61,Net 45,Credit Card,2023-07-17,true
220,Supply,Port,v3,38447.58,Net 45,Bank Transfer,2023-07-30,true
221,Services,Engineering,v1,76857.18,Net 45,PayPal,2023-05-08,false
222,Services,Transportation,v4,51092.33,Net 45,PayPal,2023-05-21,true
223,Services,Port,v1,66326.77,Net 45,PayPal,2023-05-04,false
224,Services,Airport,v5,28349.08,Net 30,Bank Transfer,2023-08-20,true
225,Maintenance,Engineering,v3,57180.09,Net 45,Credit Card,2023-01-07,false
226,Services,Port,v5,71583.4,Net 30,Bank Transfer,2023-06-30,true
227,Supply,Engineering,v3,61514.17,Net 30,PayPal,2023-01-24,false
228,Supply,Bridge and Highway,v1,62714.46,Net 45,Credit Card,2023-07-20,false
229,Construction,Public Works,v4,38098.4,Net 60,Bank Transfer,2023-06-28,false
230,Construction,Bridge and Highway,v5,38618.11,Net 60,Bank Transfer,2023-05-27,true
231,Maintenance,Bridge and Highway,v1,71297.05,Net 30,PayPal,2023-02-03,false
232,Maintenance,Port,v4,28764.12,Net 45,PayPal,2023-05-19,true
233,Supply,Public Works,v1,93908.51,Net 45,Bank Transfer,2023-08-12,true
234,Construction,Engineering,v5,15088.86,Net 30,PayPal,2023-05-17,true
235,Maintenance,Engineering,v4,78590.49,Net 30,Bank Transfer,2023-03-24,true
236,Services,Public Works,v4,68450.77,Net 45,Credit Card,2023-07-11,false
237,Services,Engineering,v2,46070.98,Net 60,PayPal,2023-08-19,false
238,Supply,Airport,v5,76022.19,Net 45,Bank Transfer,2023-07-07,false
239,Construction,Airport,v5,49063.49,Net 45,Bank Transfer,2023-08-12,false
240,Maintenance,Public Works,v3,47923.73,Net 45,Credit Card,2023-06-25,true
241,Services,Engineering,v4,21017.12,Net 60,Bank Transfer,2023-10-16,false
242,Maintenance,Airport,v4,68303.9,Net 30,Bank Transfer,2023-10-15,true
243,Construction,Engineering,v1,76957.06,Net 30,Credit Card,2022-11-08,false
244,Services,Port,v4,15951.8,Net 30,Credit Card,2023-10-05,false
245,Supply,Port,v3,31138.77,Net 30,Bank Transfer,2023-08-23,false
246,Maintenance,Transportation,v3,71048.0,Net 30,PayPal,2023-09-04,false
247,Construction,Engineering,v5,79276.96,Net 60,PayPal,2023-02-12,false
248,Construction,Public Works,v2,74711.1,Net 30,Credit Card,2023-08-13,true
249,Maintenance,Public Works,v2,13025.45,Net 30,PayPal,2023-10-21,false
250,Supply,Engineering,v2,24681.19,Net 30,Credit Card,2023-07-12,false
251,Maintenance,Bridge and Highway,v5,14370.44,Net 60,Bank Transfer,2023-06-30,true
252,Construction,Port,v2,43757.41,Net 60,Bank Transfer,2023-04-27,true
253,Supply,Public Works,v4,54800.02,Net 60,PayPal,2023-06-10,true
254,Services,Port,v5,58177.52,Net 30,Bank Transfer,2023-03-07,false
255,Construction,Port,v4,42374.34,Net 60,PayPal,2023-05-17,true
256,Construction,Transportation,v5,20859.33,Net 30,PayPal,2022-12-27,true
257,Construction,Airport,v2,73799.1,Net 45,Bank Transfer,2023-01-06,true
258,Construction,Bridge and Highway,v3,34900.18,Net 45,Credit Card,2023-06-09,false
259,Services,Engineering,v4,12781.2,Net 45,Bank Transfer,2023-05-19,false
260,Services,Airport,v3,81012.54,Net 45,PayPal,2023-02-22,false
261,Maintenance,Transportation,v5,64478.28,Net 30,Bank Transfer,2022-10-30,false
262,Maintenance,Port,v5,88998.21,Net 30,Bank Transfer,2022-12-28,false
263,Maintenance,Airport,v4,27492.19,Net 45,PayPal,2023-01-14,false
264,Maintenance,Port,v3,83726.83,Net 60,Credit Card,2022-11-16,false
265,Supply,Transportation,v4,24875.75,Net 30,PayPal,2022-12-25,false
266,Maintenance,Port,v1,12406.42,Net 45,Bank Transfer,2023-09-24,true
267,Construction,Transportation,v2,25143.76,Net 45,Credit Card,2023-08-03,true
268,Services,Bridge and Highway,v3,37176.92,Net 30,Credit Card,2023-10-12,false
269,Construction,Public Works,v2,13709.29,Net 45,Bank Transfer,2022-12-12,true
270,Services,Airport,v3,61296.05,Net 30,Bank Transfer,2023-02-11,true
271,Construction,Bridge and Highway,v2,65710.34,Net 60,Bank Transfer,2022-12-07,true
272,Supply,Port,v1,94972.32,Net 45,PayPal,2023-05-30,false
273,Services,Port,v2,86555.41,Net 30,PayPal,2023-02-04,false
274,Construction,Bridge and Highway,v2,38748.96,Net 60,Bank Transfer,2023-10-18,true
275,Supply,Public Works,v5,61547.61,Net 45,Credit Card,2022-11-22,true
276,Services,Port,v2,27687.66,Net 30,PayPal,2023-01-01,false
277,Construction,Airport,v5,11237.28,Net 45,Credit Card,2022-12-21,false
278,Maintenance,Transportation,v4,21332.58,Net 45,Bank Transfer,2023-05-27,false
279,Construction,Transportation,v1,88349.81,Net 45,Credit Card,2023-05-01,true
280,Maintenance,Port,v2,96746.72,Net 60,Credit Card,2023-03-05,false
281,Services,Airport,v5,22307.95,Net 60,Bank Transfer,2023-05-05,false
282,Supply,Port,v1,13041.7,Net 30,PayPal,2023-08-19,false
283,Supply,Transportation,v1,70311.93,Net 30,Credit Card,2023-04-18,true
284,Construction,Transportation,v3,33262.05,Net 30,PayPal,2023-03-18,true
285,Supply,Port,v5,83447.43,Net 60,Bank Transfer,2023-07-17,false
286,Services,Engineering,v2,27043.8,Net 45,PayPal,2023-07-07,true
287,Construction,Bridge and Highway,v1,18703.64,Net 60,Bank Transfer,2022-11-25,false
288,Supply,Port,v5,76553.81,Net 60,Credit Card,2023-05-24,true
289,Services,Bridge and Highway,v4,15090.11,Net 60,Bank Transfer,2023-05-16,true
290,Services,Transportation,v2,62665.22,Net 30,Bank Transfer,2022-12-21,true
291,Supply,Airport,v4,13156.47,Net 30,Bank Transfer,2023-04-14,true
292,Maintenance,Public Works,v2,68487.89,Net 45,Bank Transfer,2023-01-04,true
293,Services,Airport,v2,65461.12,Net 45,Bank Transfer,2023-05-02,true
294,Services,Engineering,v4,92484.41,Net 60,PayPal,2023-03-07,false
295,Maintenance,Airport,v4,46611.03,Net 60,Bank Transfer,2023-10-02,false
296,Supply,Port,v5,59067.5,Net 45,PayPal,2023-01-08,false
297,Maintenance,Transportation,v3,91220.82,Net 30,Bank Transfer,2023-09-09,true
298,Construction,Transportation,v5,46611.99,Net 45,Credit Card,2023-04-09,false
299,Services,Public Works,v2,18747.72,Net 30,Credit Card,2023-01-15,false
300,Services,Bridge and Highway,v4,21246.58,Net 30,PayPal,2023-02-21,false
301,Supply,Port,v5,39586.73,Net 30,Credit Card,2023-10-01,true
302,Supply,Transportation,v1,88598.69,Net 30,PayPal,2023-05-17,true
303,Maintenance,Port,v2,70145.48,Net 30,Bank Transfer,2023-03-02,true
304,Services,Airport,v1,64498.91,Net 45,Bank Transfer,2023-03-02,false
305,Supply,Port,v3,75833.04,Net 30,Bank Transfer,2023-02-26,false
306,Supply,Transportation,v1,79917.81,Net 60,Bank Transfer,2023-05-12,true
307,Services,Airport,v1,94665.7,Net 60,Bank Transfer,2023-02-08,true
308,Services,Transportation,v2,83400.0,Net 30,Bank Transfer,2023-09-18,false
309,Maintenance,Engineering,v4,62052.26,Net 30,PayPal,2023-06-06,false
310,Services,Airport,v2,90190.24,Net 45,Credit Card,2023-06-18,true
311,Services,Port,v1,95208.98,Net 30,PayPal,2023-04-19,true
312,Construction,Port,v4,49968.48,Net 60,Credit Card,2022-11-06,true
313,Services,Transportation,v2,12943.24,Net 60,Credit Card,2023-09-28,true
314,Services,Engineering,v2,88899.36,Net 60,Credit Card,2023-07-01,false
315,Maintenance,Public Works,v5,29583.37,Net 60,PayPal,2022-12-11,false
316,Maintenance,Engineering,v4,83097.8,Net 45,Bank Transfer,2022-12-01,true
317,Maintenance,Transportation,v5,29003.14,Net 30,Credit Card,2022-12-17,true
318,Supply,Transportation,v2,61659.71,Net 60,Bank Transfer,2023-03-03,true
319,Supply,Public Works,v2,63694.97,Net 30,Credit Card,2023-02-17,true
320,Maintenance,Bridge and Highway,v1,21719.7,Net 60,Credit Card,2023-03-20,false
321,Supply,Engineering,v4,28116.68,Net 45,Credit Card,2022-11-20,true
322,Services,Airport,v5,82780.7,Net 30,Bank Transfer,2023-07-18,true
323,Maintenance,Airport,v3,90736.06,Net 30,Credit Card,2023-03-02,false
324,Supply,Engineering,v2,33416.28,Net 45,Credit Card,2022-12-24,true
325,Construction,Engineering,v4,32566.14,Net 45,PayPal,2022-12-25,true
326,Supply,Bridge and Highway,v4,27355.36,Net 30,Credit Card,2023-03-07,false
327,Maintenance,Transportation,v3,20284.88,Net 45,Credit Card,2023-02-02,false
328,Construction,Transportation,v5,20651.43,Net 30,Bank Transfer,2023-02-17,false
329,Construction,Bridge and Highway,v5,73984.87,Net 60,Bank Transfer,2023-07-31,true
330,Maintenance,Bridge and Highway,v3,88116.4,Net 45,Credit Card,2023-02-04,false
331,Supply,Public Works,v5,99700.97,Net 30,Credit Card,2022-11-27,true
332,Supply,Engineering,v1,84542.68,Net 30,Bank Transfer,2023-03-29,true
333,Construction,Airport,v1,74920.49,Net 60,Credit Card,2023-03-05,false
334,Construction,Transportation,v3,97148.09,Net 30,PayPal,2023-01-07,false
335,Supply,Port,v5,38979.64,Net 60,Bank Transfer,2022-10-31,true
336,Supply,Transportation,v3,19360.96,Net 60,PayPal,2023-04-06,true
337,Supply,Bridge and Highway,v1,90224.17,Net 60,Bank Transfer,2023-04-19,true
338,Construction,Port,v3,42850.13,Net 60,Credit Card,2023-07-12,true
339,Services,Transportation,v2,18560.89,Net 60,Credit Card,2023-04-20,true
340,Construction,Bridge and Highway,v5,80791.13,Net 60,Credit Card,2023-04-02,false
341,Maintenance,Airport,v4,56670.69,Net 60,Bank Transfer,2022-12-24,false
342,Services,Transportation,v4,24159.91,Net 30,Credit Card,2022-12-25,false
343,Services,Engineering,v3,63342.18,Net 60,Bank Transfer,2023-08-19,true
344,Construction,Airport,v5,16425.24,Net 45,Credit Card,2023-07-30,true
345,Construction,Port,v1,37257.98,Net 30,PayPal,2023-01-05,false
346,Maintenance,Public Works,v2,28643.25,Net 60,Bank Transfer,2023-09-12,false
347,Construction,Transportation,v5,33889.21,Net 60,Bank Transfer,2023-09-25,false
348,Maintenance,Airport,v1,39234.64,Net 30,Bank Transfer,2023-07-22,true
349,Construction,Airport,v1,15282.84,Net 30,Credit Card,2023-02-18,false
350,Maintenance,Engineering,v3,22399.48,Net 60,Credit Card,2022-12-11,false
351,Services,Bridge and Highway,v5,16985.85,Net 60,Credit Card,2023-05-04,false
352,Supply,Engineering,v2,32443.73,Net 30,PayPal,2023-04-02,true
353,Maintenance,Transportation,v3,36737.73,Net 60,PayPal,2023-07-04,false
354,Services,Port,v5,34295.85,Net 45,Bank Transfer,2023-04-20,true
355,Maintenance,Bridge and Highway,v1,44754.98,Net 30,Credit Card,2023-09-03,true
356,Construction,Airport,v3,32737.58,Net 45,PayPal,2022-12-01,false
357,Construction,Bridge and Highway,v2,50007.18,Net 60,Bank Transfer,2022-12-26,false
358,Maintenance,Airport,v1,35764.45,Net 30,PayPal,2023-06-21,false
359,Supply,Port,v5,84669.97,Net 30,Credit Card,2023-01-16,true
360,Services,Port,v1,39371.54,Net 45,Bank Transfer,2023-10-21,false
361,Supply,Transportation,v4,18750.8,Net 45,Credit Card,2023-01-07,true
362,Supply,Port,v3,56434.62,Net 30,PayPal,2023-07-25,true
363,Services,Engineering,v5,97335.61,Net 30,Bank Transfer,2023-02-05,true
364,Construction,Bridge and Highway,v1,32039.82,Net 60,Credit Card,2023-06-22,false
365,Supply,Public Works,v3,84746.92,Net 45,Bank Transfer,2023-03-08,false
366,Maintenance,Port,v5,98148.87,Net 60,Credit Card,2023-03-31,false
367,Services,Airport,v4,43947.22,Net 30,Credit Card,2023-03-20,true
368,Supply,Bridge and Highway,v1,67208.3,Net 30,PayPal,2023-09-07,true
369,Supply,Public Works,v3,65199.62,Net 60,PayPal,2023-04-27,false
370,Services,Public Works,v5,62315.21,Net 45,PayPal,2023-04-28,false
371,Construction,Engineering,v3,78720.94,Net 45,PayPal,2023-04-08,false
372,Supply,Public Works,v5,28111.51,Net 60,Bank Transfer,2023-06-07,false
373,Supply,Transportation,v1,32634.97,Net 60,PayPal,2023-06-22,true
374,Maintenance,Engineering,v3,63295.41,Net 45,Bank Transfer,2023-05-24,true
375,Construction,Port,v3,81207.23,Net 30,Bank Transfer,2023-08-09,true
376,Construction,Transportation,v5,73016.92,Net 45,Credit Card,2023-06-13,false
377,Construction,Public Works,v1,38103.14,Net 30,Bank Transfer,2023-01-19,false
378,Maintenance,Airport,v3,10583.99,Net 45,PayPal,2023-04-03,false
379,Services,Public Works,v2,88624.31,Net 60,Bank Transfer,2023-01-26,false
380,Supply,Airport,v1,80379.55,Net 60,Bank Transfer,2022-12-23,false
381,Services,Airport,v2,18390.82,Net 60,PayPal,2023-09-27,true
382,Supply,Bridge and Highway,v3,66576.35,Net 30,Bank Transfer,2023-10-08,true
383,Construction,Airport,v1,43817.08,Net 30,PayPal,2023-05-25,false
384,Services,Public Works,v5,42539.81,Net 60,Credit Card,2023-03-25,true
385,Supply,Bridge and Highway,v1,72249.14,Net 60,Bank Transfer,2023-05-16,true
386,Supply,Bridge and Highway,v2,11206.03,Net 30,Credit Card,2023-02-11,false
387,Maintenance,Public Works,v5,17816.42,Net 30,Bank Transfer,2023-01-29,false
388,Construction,Transportation,v5,80322.42,Net 60,Bank Transfer,2023-06-21,false
389,Services,Public Works,v5,20942.98,Net 45,PayPal,2023-02-11,false
390,Construction,Transportation,v1,49185.53,Net 60,Bank Transfer,2023-05-29,false
391,Maintenance,Airport,v4,53978.14,Net 45,PayPal,2023-04-23,true
392,Construction,Public Works,v2,97871.28,Net 45,PayPal,2023-07-29,false
393,Supply,Bridge and Highway,v5,92239.48,Net 45,Credit Card,2023-10-25,false
394,Supply,Port,v4,77003.13,Net 30,Credit Card,2023-02-25,true
395,Supply,Bridge and Highway,v1,71984.99,Net 30,PayPal,2023-09-01,false
396,Supply,Bridge and Highway,v3,26101.56,Net 30,Bank Transfer,2022-12-04,false
397,Supply,Airport,v4,63696.6,Net 45,PayPal,2023-06-12,false
398,Maintenance,Engineering,v3,32784.44,Net 45,Bank Transfer,2022-12-18,false
399,Services,Transportation,v5,98933.98,Net 45,Bank Transfer,2023-10-24,true
400,Construction,Engineering,v2,76096.33,Net 60,PayPal,2023-03-29,false
401,Services,Port,v4,71550.96,Net 60,PayPal,2023-01-06,false
402,Supply,Port,v1,53133.35,Net 30,Bank Transfer,2023-08-15,false
403,Construction,Bridge and Highway,v4,31799.94,Net 60,Bank Transfer,2023-01-09,true
404,Services,Airport,v1,93524.9,Net 60,Bank Transfer,2023-09-09,false
405,Services,Public Works,v5,19942.6,Net 30,PayPal,2022-11-22,false
406,Services,Engineering,v2,11244.68,Net 30,PayPal,2022-11-14,true
407,Construction,Airport,v3,64397.09,Net 60,PayPal,2023-06-30,true
408,Services,Transportation,v1,16779.58,Net 45,PayPal,2023-06-09,false
409,Services,Port,v4,84258.47,Net 60,Credit Card,2023-03-02,true
410,Construction,Engineering,v3,40795.85,Net 30,Bank Transfer,2022-12-12,false
411,Services,Engineering,v2,88759.63,Net 60,Credit Card,2023-10-11,false
412,Construction,Airport,v5,40829.33,Net 45,Bank Transfer,2023-03-31,true
413,Maintenance,Engineering,v2,15385.48,Net 45,PayPal,2023-03-11,true
414,Construction,Port,v5,67535.45,Net 30,Bank Transfer,2023-04-16,false
415,Maintenance,Port,v5,64571.6,Net 60,PayPal,2022-11-07,false
416,Services,Port,v3,34384.15,Net 30,PayPal,2023-07-01,true
417,Services,Port,v2,52028.49,Net 45,PayPal,2023-10-08,true
418,Services,Bridge and Highway,v4,90362.53,Net 30,Bank Transfer,2023-09-05,false
419,Supply,Airport,v4,25674.32,Net 45,Credit Card,2023-05-05,false
420,Services,Port,v3,81409.53,Net 30,Credit Card,2023-07-23,false
421,Construction,Public Works,v4,23040.31,Net 60,Bank Transfer,2023-10-16,false
422,Maintenance,Public Works,v3,57916.51,Net 60,Credit Card,2023-03-29,true
423,Services,Transportation,v5,74910.52,Net 30,Credit Card,2023-04-03,false
424,Services,Public Works,v3,19564.43,Net 45,Credit Card,2023-04-19,true
425,Services,Engineering,v2,19117.05,Net 45,Bank Transfer,2023-05-07,false
426,Supply,Transportation,v4,84823.63,Net 60,Bank Transfer,2023-06-12,false
427,Construction,Public Works,v1,14890.97,Net 60,Bank Transfer,2022-12-15,true
428,Supply,Engineering,v2,19855.21,Net 30,PayPal,2022-12-31,true
429,Services,Transportation,v2,28880.14,Net 45,Bank Transfer,2023-09-11,false
430,Supply,Transportation,v1,12927.09,Net 30,Bank Transfer,2023-10-20,true
431,Construction,Engineering,v4,36290.2,Net 60,Credit Card,2022-12-18,true
432,Services,Engineering,v3,53268.98,Net 60,Bank Transfer,2023-10-27,true
433,Supply,Bridge and Highway,v4,23260.05,Net 45,Credit Card,2023-05-16,false
434,Maintenance,Engineering,v1,75938.43,Net 30,PayPal,2022-11-07,true
435,Maintenance,Engineering,v2,81902.84,Net 60,PayPal,2023-06-02,true
436,Construction,Airport,v3,18545.11,Net 60,Credit Card,2023-01-30,false
437,Supply,Engineering,v5,65117.41,Net 60,PayPal,2023-04-29,true
438,Construction,Port,v2,68492.84,Net 60,Credit Card,2023-09-26,false
439,Supply,Airport,v2,70324.95,Net 45,Bank Transfer,2023-07-04,false
440,Services,Transportation,v1,68985.57,Net 45,Bank Transfer,2022-12-28,false
441,Supply,Bridge and Highway,v1,38889.47,Net 30,Credit Card,2022-11-14,true
442,Services,Engineering,v1,99057.05,Net 30,Bank Transfer,2023-09-18,true
443,Construction,Airport,v3,11366.16,Net 45,Bank Transfer,2023-02-21,false
444,Supply,Airport,v5,27983.17,Net 60,Credit Card,2023-07-23,false
445,Construction,Bridge and Highway,v3,93491.29,Net 45,Credit Card,2022-12-19,false
446,Supply,Bridge and Highway,v5,15642.31,Net 30,Credit Card,2023-07-30,true
447,Supply,Airport,v2,44283.17,Net 45,Credit Card,2023-05-22,false
448,Construction,Airport,v1,96253.46,Net 45,Credit Card,2023-09-04,false
449,Supply,Engineering,v4,75596.83,Net 60,PayPal,2023-10-19,true
450,Services,Transportation,v3,49714.38,Net 60,PayPal,2023-05-06,true
451,Maintenance,Bridge and Highway,v3,90496.72,Net 60,Bank Transfer,2022-12-17,true
452,Services,Public Works,v3,43762.93,Net 60,Bank Transfer,2023-10-16,false
453,Maintenance,Engineering,v1,71602.06,Net 30,PayPal,2023-08-25,false
454,Supply,Public Works,v4,75980.26,Net 45,PayPal,2023-05-30,true
455,Services,Bridge and Highway,v2,60612.36,Net 30,Credit Card,2023-05-29,false
456,Construction,Transportation,v3,80840.98,Net 60,Credit Card,2023-07-06,true
